鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
新店區,房地(土地+建物)+車位,新北市新店區中興路二段５３號十二樓,7.51,住,,,1051019,土地1建物1車位1,十二層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050912,91.43,2,2,1,有,有,9970000,109045,坡道機械,11.51,0,,RPOOMLNKJILFFCF57CA,44.28,4.26,3.75,,
新店區,房地(土地+建物),新北市新店區北宜路二段４２１巷２弄８３號三樓,16.09,住,,,1050903,土地1建物1車位0,三層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1021108,95.41,2,2,1,有,有,6600000,69175,,0.0,0,,RPTOMLNKJILFFCF08CA,52.71,2.13,6.17,,
新店區,房地(土地+建物)+車位,新北市新店區中興路二段５１號二樓,10.69,住,,,1051019,土地1建物1車位1,二層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050912,160.97000000000003,2,2,2,有,有,16330000,101447,坡道平面,25.01,0,,RPWNMLOKJILFFCF38CA,64.39,3.17,21.37,,
新店區,房地(土地+建物)+車位,新北市新店區中興路二段５１號五樓,10.69,住,,,1051019,土地1建物1車位1,五層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050912,160.7,2,2,2,有,有,16890000,105103,坡道平面,25.01,0,,RPXNMLOKJILFFCF48CA,63.94,3.17,21.68,,
新店區,房地(土地+建物)+車位,新北市新店區中興路二段５１號十一樓,12.51,住,,,1051019,土地1建物1車位1,十一層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050912,154.1,3,2,2,有,有,19060000,123686,坡道機械,12.63,0,,RPPOMLOKJILFFCF77CA,74.22,6.95,11.4,,
新店區,房地(土地+建物)+車位,新北市新店區中興路二段５１號十六樓,7.28,住,,,1051019,土地1建物1車位1,十六層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050912,105.18,2,2,1,有,有,11750000,111713,坡道機械,11.51,0,,RPQOMLOKJILFFCF87CA,42.44,3.17,15.67,,
新店區,房地(土地+建物),新北市新店區中興路二段５３號八樓,7.28,住,,,1051019,土地1建物1車位0,八層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050912,79.93,2,2,1,有,有,8900000,111347,,0.0,0,,RPROMLOKJILFFCF97CA,44.28,4.26,3.75,,
新店區,房地(土地+建物)+車位,新北市新店區中興路二段３７號十七樓,17.74,住,,,1051019,土地1建物1車位1,十七層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050912,218.48000000000002,3,2,2,有,有,27800000,127243,坡道平面,25.01,0,,RPSOMLOKJILFFCF08CA,103.72,7.84,15.0,,
新店區,房地(土地+建物)+車位,新北市新店區中興路二段４１號四樓,12.74,住,,,1051019,土地1建物1車位1,四層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050912,148.29000000000002,3,2,2,有,有,18360000,123811,坡道機械,12.63,0,,RPTOMLOKJILFFCF18CA,74.98,2.78,11.0,,
新店區,房地(土地+建物)+車位,新北市新店區中興路二段４１號九樓,12.74,住,,,1051019,土地1建物1車位1,九層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050912,157.29000000000002,3,2,2,有,有,18000000,114438,坡道平面,21.64,0,,RPUOMLOKJILFFCF28CA,74.98,2.78,11.0,,
新店區,房地(土地+建物)+車位,新北市新店區中興路二段４１號十五樓,12.74,住,,,1051019,土地1建物1車位1,十五層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050912,157.29000000000002,3,2,2,有,有,18300000,116346,坡道平面,21.64,0,,RPVOMLOKJILFFCF38CA,74.98,2.78,11.0,,
新店區,房地(土地+建物)+車位,新北市新店區中興路二段４１號十七樓,12.74,住,,,1051019,土地1建物1車位1,十七層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050912,157.29000000000002,3,2,2,有,有,20100000,127789,坡道平面,21.64,0,,RPWOMLOKJILFFCF48CA,74.98,2.78,11.0,,
新店區,房地(土地+建物)+車位,新北市新店區中興路二段４１號二十一樓,12.74,住,,,1051019,土地1建物1車位1,二十一層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050912,160.67000000000002,3,2,2,有,有,20300000,126346,坡道平面,25.01,0,,RPXOMLOKJILFFCF58CA,74.98,2.78,11.0,,
新店區,房地(土地+建物)+車位,新北市新店區中興路二段４３號十五樓,12.51,住,,,1051019,土地1建物1車位1,十五層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050912,160.84,3,2,2,有,有,20000000,124347,坡道平面,21.64,0,,RPPPMLOKJILFFCF87CA,74.61,4.74,11.7,,
新店區,房地(土地+建物)+車位,新北市新店區中興路二段４３號十六樓,12.51,住,,,1051019,土地1建物1車位1,十六層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050912,164.20999999999998,3,2,2,有,有,19800000,120577,坡道平面,25.01,0,,RPQPMLOKJILFFCF97CA,74.61,4.74,11.7,,
新店區,房地(土地+建物)+車位,新北市新店區中興路二段４３號十八樓,12.51,住,,,1051019,土地1建物1車位1,十八層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050912,164.20999999999998,3,2,2,有,有,19980000,121673,坡道平面,25.01,0,,RPRPMLOKJILFFCF08CA,74.61,4.74,11.7,,
新店區,房地(土地+建物)+車位,新北市新店區中興路二段４３號十九樓,12.51,住,,,1051019,土地1建物1車位1,十九層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050912,160.84,2,2,2,有,有,19180000,119249,坡道平面,21.64,0,,RPSPMLOKJILFFCF18CA,74.61,4.74,11.7,,
新店區,房地(土地+建物)+車位,新北市新店區中興路二段４３號二十二樓,125.11,住,,,1051019,土地1建物1車位1,二十二層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050912,164.20999999999998,3,2,2,有,有,22000000,133975,坡道平面,25.01,0,,RPTPMLOKJILFFCF28CA,74.61,4.74,11.7,,
新店區,房地(土地+建物)+車位,新北市新店區中興路二段４５號二樓,9.1,住,,,1051019,土地1建物1車位1,二層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050912,102.35,2,2,2,有,有,12000000,117245,坡道機械,11.51,0,,RPUPMLOKJILFFCF38CA,52.64,2.43,4.38,,
新店區,房地(土地+建物)+車位,新北市新店區中興路二段４５號三樓,9.1,住,,,1051019,土地1建物1車位1,三層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050912,102.35,2,2,1,有,有,11420000,111578,坡道機械,11.51,0,,RPVPMLOKJILFFCF48CA,52.64,2.43,4.38,,
新店區,房地(土地+建物)+車位,新北市新店區中興路二段４５號七樓,9.1,住,,,1051019,土地1建物1車位1,七層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050912,112.48,2,2,1,有,有,11980000,106508,坡道平面,21.64,0,,RPWPMLOKJILFFCF58CA,52.64,2.43,4.38,,
新店區,房地(土地+建物)+車位,新北市新店區中興路二段４５號八樓,9.1,住,,,1051019,土地1建物1車位1,八層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050912,101.6,2,2,1,有,有,11800000,116142,坡道機械,10.76,0,,RPXPMLOKJILFFCF68CA,52.64,2.43,4.38,,
新店區,房地(土地+建物)+車位,新北市新店區中興路二段４５號九樓,9.1,住,,,1051019,土地1建物1車位1,九層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050912,102.35,2,2,1,有,有,13100000,127992,坡道機械,11.51,0,,RPOQMLOKJILFFCF87CA,52.64,2.43,4.38,,
新店區,房地(土地+建物)+車位,新北市新店區中興路二段４５號十樓,9.1,住,,,1051019,土地1建物1車位1,十層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050912,112.48,2,2,1,有,有,13200000,117354,坡道平面,21.64,0,,RPPQMLOKJILFFCF97CA,52.64,2.43,4.38,,
新店區,房地(土地+建物)+車位,新北市新店區中興路二段４５號十一樓,9.1,住,,,1051019,土地1建物1車位1,十一層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050912,102.35,2,2,1,有,有,13000000,127015,坡道機械,11.51,0,,RPQQMLOKJILFFCF08CA,52.64,2.43,4.38,,
新店區,房地(土地+建物)+車位,新北市新店區中興路二段４５號十三樓,9.1,住,,,1051019,土地1建物1車位1,十三層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050912,103.47,2,2,1,有,有,11270000,108920,坡道機械,12.63,0,,RPRQMLOKJILFFCF18CA,52.64,2.43,4.38,,
新店區,房地(土地+建物),新北市新店區中興路二段４５號十四樓,8.87,住,,,1051019,土地1建物1車位0,十四層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050912,90.84,2,2,1,有,有,13050000,143659,,0.0,0,,RPSQMLOKJILFFCF28CA,52.64,2.43,4.38,,
新店區,房地(土地+建物)+車位,新北市新店區中興路二段４５號十六樓,9.1,住,,,1051019,土地1建物1車位1,十六層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050912,102.35,2,2,1,有,有,11200000,109428,坡道機械,11.51,0,,RPTQMLOKJILFFCF38CA,52.64,2.43,4.38,,
新店區,房地(土地+建物)+車位,新北市新店區中興路二段４５號二十樓,9.1,住,,,1051019,土地1建物1車位1,二十層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050912,102.35,2,2,1,有,有,11920000,116463,坡道機械,11.51,0,,RPUQMLOKJILFFCF48CA,52.64,2.43,4.38,,
新店區,房地(土地+建物)+車位,新北市新店區中興路二段４７號十四樓,9.55,住,,,1051019,土地1建物1車位1,十四層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050912,113.71000000000001,2,2,1,有,有,12260000,107818,坡道機械,11.51,0,,RPVQMLOKJILFFCF58CA,55.65,6.17,5.12,,
新店區,房地(土地+建物)+車位,新北市新店區中興路二段４７號十五樓,9.55,住,,,1051019,土地1建物1車位1,十五層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050912,113.10999999999999,2,2,1,有,有,15800000,139687,坡道機械,11.51,0,,RPWQMLOKJILFFCF68CA,55.65,5.69,5.12,,
新店區,房地(土地+建物)+車位,新北市新店區中興路二段４７號十六樓,9.55,住,,,1051019,土地1建物1車位1,十六層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050912,113.84,2,2,1,有,有,15080000,132467,坡道機械,11.51,0,,RPXQMLOKJILFFCF78CA,55.65,6.17,5.12,,
新店區,房地(土地+建物)+車位,新北市新店區中興路二段４７號十九樓,12.74,住,,,1051019,土地1建物1車位1,十九層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050912,165.64999999999998,3,2,2,有,有,20000000,120736,坡道平面,25.01,0,,RPORMLOKJILFFCF97CA,75.04,5.69,11.26,,
新店區,房地(土地+建物)+車位,新北市新店區中興路二段４７號二十樓,12.74,住,,,1051019,土地1建物1車位1,二十層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050912,163.01,3,2,2,有,有,20550000,126066,坡道平面,21.64,0,,RPPRMLOKJILFFCF08CA,75.04,6.17,11.26,,
新店區,房地(土地+建物)+車位,新北市新店區中興路二段４７號二十一樓,12.74,住,,,1051019,土地1建物1車位1,二十一層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050912,163.01,3,2,2,有,無,20300000,124532,坡道平面,21.64,0,,RPQRMLOKJILFFCF18CA,75.04,6.17,11.26,,
新店區,房地(土地+建物)+車位,新北市新店區中興路二段５３號二樓,7.51,住,,,1051019,土地1建物1車位1,二層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050912,101.57,2,2,1,有,有,11880000,116964,坡道平面,21.64,0,,RPVRMLOKJILFFCF68CA,44.28,4.26,3.76,,
新店區,房地(土地+建物)+車位,新北市新店區中興路二段５３號九樓,7.51,住,,,1051019,土地1建物1車位1,九層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050912,91.43,2,2,1,有,有,10300000,112654,坡道機械,11.51,0,,RPWRMLOKJILFFCF78CA,44.28,4.26,3.76,,
新店區,房地(土地+建物)+車位,新北市新店區中興路二段４９號十二樓,7.05,住,,,1051019,土地1建物1車位1,十二層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050912,92.56,2,2,1,有,有,12500000,135048,坡道機械,11.51,0,,RPXRMLOKJILFFCF88CA,40.77,0.0,12.27,,
新店區,房地(土地+建物)+車位,新北市新店區中興路二段４９號十三樓,7.05,住,,,1051019,土地1建物1車位1,十三層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050912,91.81,2,2,1,有,有,12370000,134735,坡道平面,10.76,0,,RPOSMLOKJILFFCF08CA,40.77,0.0,12.27,,
新店區,房地(土地+建物)+車位,新北市新店區中興路二段４９號十四樓,7.05,住,,,1051019,土地1建物1車位1,十四層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050912,91.81,2,2,1,有,有,12450000,135606,坡道機械,10.76,0,,RPPSMLOKJILFFCF18CA,40.77,0.0,12.27,,
新店區,房地(土地+建物)+車位,新北市新店區中興路二段４９號十五樓,7.05,住,,,1051019,土地1建物1車位1,十五層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050912,91.81,2,2,1,有,有,10500000,114367,坡道平面,10.76,0,,RPQSMLOKJILFFCF28CA,40.77,0.0,12.27,,
新店區,房地(土地+建物)+車位,新北市新店區中興路二段４９號十六樓,7.05,住,,,1051019,土地1建物1車位1,十六層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050912,106.07,2,2,1,有,有,11910000,112284,坡道平面,25.01,0,,RPRSMLOKJILFFCF38CA,40.77,0.0,12.27,,
新店區,房地(土地+建物)+車位,新北市新店區中興路二段４９號十七樓,7.05,住,,,1051019,土地1建物1車位1,十七層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050912,92.56,2,2,1,有,有,13000000,140449,坡道機械,11.51,0,,RPSSMLOKJILFFCF48CA,40.77,0.0,12.27,,
新店區,房地(土地+建物)+車位,新北市新店區中興路二段５１號四樓,10.69,住,,,1051019,土地1建物1車位1,四層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050912,160.7,3,2,2,有,有,17750000,110454,坡道平面,25.01,0,,RPTSMLOKJILFFCF58CA,63.94,3.17,21.68,,
新店區,房地(土地+建物),新北市新店區中興路二段５１號八樓,10.46,住,,,1051019,土地1建物1車位0,八層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050912,135.69,3,2,2,有,有,12042450,88750,,0.0,0,,RPUSMLOKJILFFCF68CA,63.82,3.17,21.8,,
新店區,房地(土地+建物)+車位,新北市新店區中興路二段５１號十三樓,7.28,住,,,1051019,土地0建物1車位1,十三層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050912,105.18,2,2,1,有,有,11880000,112949,坡道機械,11.51,0,,RPVSMLOKJILFFCF78CA,42.44,3.17,15.67,,
新店區,房地(土地+建物),新北市新店區中興路二段５１號十四樓,7.05,住,,,1051019,土地1建物1車位0,十四層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050912,93.67,2,2,1,有,有,11800000,125974,,0.0,0,,RPWSMLOKJILFFCF88CA,42.44,3.17,15.67,,
新店區,房地(土地+建物)+車位,新北市新店區中興路二段５１號十七樓,7.28,住,,,1051019,土地1建物1車位1,十七層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050912,105.18,2,2,1,有,有,13750000,130728,坡道機械,11.51,0,,RPXSMLOKJILFFCF98CA,42.44,3.17,15.67,,
新店區,房地(土地+建物)+車位,新北市新店區中興路二段５１號十九樓,10.69,住,,,1051019,土地1建物1車位1,十九層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050912,160.7,3,2,2,有,有,20300000,126322,坡道平面,25.01,0,,RPOTMLOKJILFFCF18CA,63.82,3.17,21.8,,
新店區,房地(土地+建物)+車位,新北市新店區中興路二段５１號二十一樓,10.69,住,,,1051019,土地1建物1車位1,二十一層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050912,160.7,3,2,2,有,有,20160000,125451,坡道平面,25.01,0,,RPPTMLOKJILFFCF28CA,63.82,3.17,21.8,,
新店區,房地(土地+建物)+車位,新北市新店區中興路二段５３號三樓,7.51,住,,,1051019,土地1建物1車位1,三層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050912,91.43,2,2,1,有,有,10120000,110686,坡道機械,11.51,0,,RPQTMLOKJILFFCF38CA,44.28,4.26,3.75,,
新店區,房地(土地+建物),新北市新店區中興路二段５３號五樓,7.28,住,,,1051019,土地1建物1車位0,五層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050912,79.93,2,2,1,有,有,10500000,131365,,0.0,0,,RPRTMLOKJILFFCF48CA,44.28,4.26,3.75,,
